Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,25,26,28,27,29
12,5,24,3,17,21
13,6,23,4,18,22
14,7,22,5,19,23
15,8,21,6,20,24
16,9,21,7,21,25
17,10,22,8,22,26
18,11,23,9,23,27
19,12,24,10,24,28
20,13,25,11,25,29
21,14,25,12,26,28
22,15,26,13,27,29
23,16,26,14,26,28
24,17,27,14,27,29
25,18,27,13,26,28
26,19,27,14,27,29
27,20,27,13,26,28
28,21,26,14,27,29
27,22,27,14,26,28
28,23,26,15,27,29
27,24,27,16,26,28
28,25,26,17,27,29
27,26,27,18,26,28
28,25,26,19,27,29
27,26,27,20,26,28
28,25,26,21,27,29
27,26,27,22,26,28
28,25,27,23,27,29
27,26,27,24,26,28
28,25,27,23,27,29
27,26,27,24,26,28
28,25,28,24,27,29
27,26,28,23,26,28
28,25,27,24,27,29
27,26,26,24,26,28
28,25,26,25,27,29
27,26,25,26,26,28
28,25,24,26,27,29
27,26,25,27,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
28,25,26,28,27,29
27,26,27,29,26,28
