Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,25,26,24,27,27
24,19,7,2,25,23
25,20,8,3,26,24
26,21,9,4,27,25
27,22,10,5,28,26
28,23,11,6,27,27
27,24,12,7,28,26
28,25,13,8,27,27
27,26,14,9,28,26
28,25,15,10,27,27
27,26,16,11,28,26
28,25,17,12,27,27
27,26,18,12,28,26
28,25,19,13,27,27
27,26,20,14,28,26
28,25,21,15,27,27
27,26,22,16,28,26
28,25,23,17,27,27
27,26,24,18,28,26
28,25,25,19,27,27
27,26,26,20,28,26
28,25,27,21,27,27
27,26,26,22,28,26
28,25,27,23,27,27
27,26,27,24,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
28,25,26,24,27,27
27,26,26,25,28,26
