Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,24,28,18,27,19
14,14,10,24,27,11
15,15,11,23,28,12
16,16,12,22,27,13
17,17,13,21,28,14
18,18,14,20,27,15
19,19,15,20,28,16
20,20,16,19,27,17
21,21,17,18,28,18
22,22,18,18,27,19
23,23,19,18,28,18
24,24,20,18,27,19
23,25,21,18,28,18
24,24,22,18,27,19
23,25,23,18,28,18
24,24,24,18,27,19
23,25,25,18,28,18
24,24,26,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
23,25,27,19,28,18
24,24,28,18,27,19
