Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,29,27,25,28,24
4,27,23,23,18,16
5,28,22,22,19,17
6,29,21,21,20,18
7,28,21,20,21,19
8,29,21,19,22,20
9,28,22,20,23,21
10,29,23,21,24,22
9,28,24,22,25,23
10,29,25,23,26,24
9,28,26,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
10,29,27,25,28,24
9,28,28,24,27,25
