Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,17,26,26,27,25
18,9,21,4,7,11
19,10,20,5,8,12
20,9,19,6,9,13
21,10,20,7,10,14
22,11,21,8,11,15
23,10,21,8,12,16
24,9,21,8,13,17
25,10,21,9,14,18
26,11,20,10,15,19
27,12,19,10,16,20
28,13,18,10,17,19
27,14,17,11,18,20
28,15,16,12,19,21
27,16,15,13,20,22
28,17,16,14,21,23
27,18,17,15,22,24
28,17,18,15,23,25
27,18,19,15,24,26
28,17,20,16,25,27
27,18,21,16,26,26
28,17,22,16,27,25
27,18,23,17,26,26
28,17,24,18,27,25
27,18,25,19,26,26
28,17,26,20,27,25
27,18,26,21,26,26
28,17,25,22,27,25
27,18,26,23,26,26
28,17,25,24,27,25
27,18,26,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
27,18,27,25,26,26
28,17,26,26,27,25
