Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,23,27,28,27,28
20,6,8,1,6,25
21,7,7,2,7,26
22,8,8,3,8,27
23,9,9,4,9,28
24,10,10,5,10,29
25,11,11,6,11,28
26,12,12,7,12,29
27,13,13,8,13,28
28,14,14,9,14,29
27,15,15,10,15,28
28,16,16,11,16,29
27,17,17,12,17,28
28,18,18,13,18,29
27,19,19,14,19,28
28,20,20,15,20,29
27,21,21,16,21,28
28,22,22,17,22,29
27,23,23,18,23,28
28,22,24,19,24,29
27,23,23,20,25,28
28,22,22,21,26,29
27,23,21,22,27,28
28,22,22,23,28,29
27,23,23,24,27,28
28,22,24,25,28,29
27,23,25,26,27,28
28,22,26,27,28,29
27,23,27,28,27,28
