Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,17,28,29,27,28
17,3,9,5,13,20
18,4,10,6,14,21
19,5,11,7,15,22
20,6,12,8,16,21
21,7,13,9,17,20
22,8,14,10,18,21
23,9,15,11,19,22
24,10,16,12,20,23
25,11,17,13,21,24
26,12,18,14,22,25
27,13,19,15,23,26
28,14,20,16,24,27
27,15,21,17,25,28
28,16,22,18,26,29
27,17,23,19,27,28
28,16,24,20,28,29
27,17,25,21,27,28
28,16,26,22,28,29
27,17,27,23,27,28
28,16,26,24,28,29
27,17,27,25,27,28
28,16,26,26,28,29
27,17,27,27,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
28,16,27,28,28,29
27,17,28,29,27,28
