Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,15,27,2,28,1
20,11,9,26,28,1
21,12,10,25,27,2
22,13,11,24,28,1
21,14,12,23,27,2
22,15,13,22,28,1
23,16,14,21,27,2
24,17,15,20,28,1
25,18,16,19,27,2
26,17,17,18,28,1
27,16,18,17,27,2
28,15,19,16,28,1
27,16,20,15,27,2
28,15,21,14,28,1
27,16,22,13,27,2
28,15,21,12,28,1
27,16,21,11,27,2
28,15,22,10,28,1
27,16,22,9,27,2
28,15,22,8,28,1
27,16,23,7,27,2
28,15,24,6,28,1
27,16,23,5,27,2
28,15,24,4,28,1
27,16,25,3,27,2
28,15,26,2,28,1
27,16,27,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
28,15,27,2,28,1
27,16,28,1,27,2
