Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,28,27,14,28,13
14,22,25,3,18,3
15,23,24,3,19,4
16,24,23,4,20,5
17,23,22,5,21,6
18,24,21,6,22,7
19,25,22,7,23,6
20,26,23,6,24,5
21,27,24,5,25,6
22,28,25,6,26,7
23,29,26,7,27,8
24,28,27,8,28,9
25,29,28,9,27,10
26,28,27,10,28,11
27,29,28,11,27,12
28,28,27,12,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
27,29,28,13,27,14
28,28,27,14,28,13
