Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,28,26,26,27,25
22,26,10,19,15,13
23,27,11,18,16,14
24,28,12,17,17,15
25,29,13,16,18,16
24,28,14,16,19,17
25,29,15,17,20,18
24,28,16,18,21,19
25,29,17,19,22,20
24,28,18,20,23,21
25,29,19,21,24,22
24,28,20,22,25,23
25,29,21,22,26,24
24,28,22,23,27,25
25,29,23,24,26,26
24,28,24,25,27,25
25,29,25,26,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
24,28,26,26,27,25
25,29,27,25,26,26
