Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,22,26,29,25,28
25,12,26,12,11,16
26,13,27,13,12,17
27,14,28,12,13,18
28,15,27,12,14,19
27,16,28,13,15,20
28,17,28,13,16,21
27,18,28,14,17,22
28,19,27,15,18,23
27,20,26,16,19,24
28,21,25,17,20,25
27,22,24,18,21,26
28,21,23,19,22,27
27,22,22,20,23,28
28,21,22,21,24,29
27,22,23,22,25,28
28,21,24,22,26,29
27,22,25,23,25,28
28,21,26,24,26,29
27,22,25,25,25,28
28,21,24,26,26,29
27,22,25,27,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
27,22,26,29,25,28
28,21,25,28,26,29
