Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,18,27,28,27,28
23,15,17,2,14,15
24,16,16,3,15,16
25,17,15,4,16,17
26,18,16,5,17,18
27,19,16,6,18,19
28,18,17,7,19,20
27,19,18,8,20,21
28,18,19,9,21,22
27,19,20,10,22,23
28,18,21,11,23,24
27,19,22,12,24,25
28,18,23,13,25,26
27,19,24,14,26,27
28,18,25,15,27,28
27,19,26,16,28,29
28,18,27,17,27,28
27,19,27,16,28,29
28,18,27,17,27,28
27,19,27,16,28,29
28,18,27,17,27,28
27,19,26,16,28,29
28,18,27,17,27,28
27,19,27,16,28,29
28,18,27,17,27,28
27,19,27,16,28,29
28,18,27,17,27,28
27,19,27,16,28,29
28,18,27,17,27,28
27,19,27,16,28,29
28,18,27,17,27,28
27,19,26,17,28,29
28,18,26,18,27,28
27,19,26,19,28,29
28,18,26,18,27,28
27,19,26,17,28,29
28,18,26,18,27,28
27,19,26,19,28,29
28,18,26,18,27,28
27,19,26,17,28,29
28,18,26,18,27,28
27,19,25,17,28,29
28,18,26,18,27,28
27,19,25,19,28,29
28,18,24,20,27,28
27,19,25,21,28,29
28,18,26,21,27,28
27,19,26,22,28,29
28,18,27,22,27,28
27,19,26,23,28,29
28,18,27,24,27,28
27,19,26,25,28,29
28,18,27,26,27,28
27,19,26,27,28,29
28,18,27,28,27,28
