Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,20,27,29,28,28
6,2,3,23,4,10
7,3,4,22,5,11
8,4,5,21,6,12
9,5,6,20,7,13
10,6,7,19,8,14
11,5,8,18,9,15
12,6,9,17,10,16
13,7,10,16,11,17
14,8,11,17,12,18
15,9,12,18,13,19
16,10,13,19,14,20
17,11,14,20,15,21
18,12,15,21,16,22
19,13,16,22,17,23
20,14,17,23,18,24
21,15,18,24,19,25
22,16,19,25,20,26
23,17,20,26,21,27
24,18,21,27,22,28
25,19,22,28,23,29
26,20,23,29,24,28
27,21,24,28,25,29
28,20,25,29,26,28
27,21,26,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
27,21,28,28,27,29
28,20,27,29,28,28
